YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2021,12,25,96.33,3.11,4.34,1.64,2.7,266.5,6.04,8.47,3,5.47,268.38
2021,12,26,97.73,1.84,2.42,0.94,1.48,251.5,3.77,5.27,1.7,3.58,251.56
2021,12,27,97.04,2.69,3.88,1.79,2.09,159.31,5.28,7.8,3.68,4.11,163.38
2021,12,28,97.03,1.8,3.91,0.53,3.38,209.06,3.84,7.45,0.99,6.46,212.38
2021,12,29,97.05,1.58,2.34,1.15,1.19,217.06,3.59,5.14,2.53,2.61,216.19
2021,12,30,97.22,1.07,1.66,0.35,1.32,176.31,2.19,3.23,0.48,2.75,173.19
2021,12,31,97.13,1.7,2.77,0.77,1.99,203.88,4.09,5.82,2.28,3.54,205.75
2022,1,1,96.64,1.78,3.05,0.95,2.09,232.44,4.04,6.55,2.02,4.53,233.75
2022,1,2,97.12,2.54,3.84,1.27,2.59,321.56,4.2,6.12,1.9,4.22,322.5
2022,1,3,98.29,2.66,3.94,1.25,2.69,271.44,4.62,6.46,2.62,3.84,227.69
2022,1,4,98.34,2.12,3.03,1.14,1.89,179.62,4.05,7.28,2.62,4.66,181.25
2022,1,5,96.85,4.13,5.66,2.7,2.97,215.31,7.83,9.91,5.05,4.87,217.31
2022,1,6,97.43,2.63,4.05,1.22,2.84,268.69,4.29,7.43,1.84,5.59,268
2022,1,7,98.12,3.74,4.88,2.2,2.69,276.19,6.27,7.88,3.88,4,277.44
2022,1,8,98.94,2.23,3.11,0.94,2.18,179.81,3.99,6.77,1.3,5.48,181.69
2022,1,9,98.05,3.88,4.85,2.55,2.29,236.56,7.24,8.65,5.09,3.56,239.25
2022,1,10,98.57,4.04,4.9,2.91,1.99,278.75,6.95,8.3,5.16,3.14,280
2022,1,11,99.01,2.51,4.32,1.12,3.2,250.44,4.35,7.25,1.6,5.64,252.25
2022,1,12,97.85,2.88,4.55,1.65,2.9,218,6.03,7.73,4.88,2.86,219.88
2022,1,13,97.32,1.55,2.11,0.6,1.51,182,3.13,5.26,0.8,4.45,183.19
2022,1,14,97.65,2.8,3.52,1.52,2,330.06,4.95,5.89,3.69,2.2,316.44
2022,1,15,98.46,2.35,3.05,1.77,1.29,35.5,3.93,4.93,2.81,2.12,36.62
2022,1,16,97.42,3.22,4.28,1.93,2.35,92.44,5.22,6.68,3.82,2.86,96.38
2022,1,17,95.7,4.86,6.65,2.62,4.03,275.81,7.9,10.55,4.3,6.26,279.75
2022,1,18,97.64,3.12,3.98,1.75,2.23,238.56,5.71,6.98,3.9,3.09,240.06
2022,1,19,97.49,3.18,4.63,2.2,2.44,229.19,6.47,8.91,5.08,3.84,231.19
2022,1,20,98.62,3.16,3.95,1.94,2.01,248.88,5.34,6.18,3.41,2.77,249.38
2022,1,21,99.21,2.11,2.65,1.76,0.89,36.75,3.76,5.09,2.74,2.35,37.44
2022,1,22,98.51,2.23,3.15,1.23,1.91,187.5,4.16,6.52,1.73,4.79,189
2022,1,23,97.16,2.88,3.57,2.22,1.35,248.62,5.16,6.12,3.66,2.45,250.75
2022,1,24,96.97,2.2,3.2,0.41,2.78,223.44,4.01,6.05,0.57,5.48,224.94
2022,1,25,97.77,2.42,3.26,1.72,1.54,309.62,4.55,5.65,3.31,2.33,309.44
2022,1,26,98.75,2.03,3.09,0.21,2.88,272.44,3.33,4.96,0.26,4.7,272.38
2022,1,27,98.41,2.68,3.66,1.93,1.73,195,4.91,6.35,2.65,3.7,196.38
2022,1,28,97.91,2.37,3.44,1.2,2.24,286.56,4.22,5.88,2.48,3.4,272.94
2022,1,29,97.81,3.13,4.13,1.46,2.67,324.31,5.3,6.49,2.38,4.11,325.62
2022,1,30,97.58,1.64,2.22,0.23,1.99,147.25,2.55,3.35,0.35,3,164.38
2022,1,31,98.23,1.72,3.02,1.01,2.01,101.69,3.36,6.28,1.72,4.56,104.56
2022,2,1,98.47,3.09,3.73,2.57,1.16,140.56,6.06,8.1,4.23,3.86,142.81
2022,2,2,98.22,2.54,3.12,1.68,1.45,149.25,5.32,7.09,3.48,3.62,150.94
2022,2,3,97.96,2.62,4.06,1.16,2.89,81.62,4.64,6.3,2.55,3.73,68.5
2022,2,4,97.91,2.77,3.76,1.89,1.87,245.75,4.77,5.91,3.61,2.29,232.38
2022,2,5,98.87,2.21,2.88,0.88,2.01,259.31,3.76,5.34,1.92,3.42,260.75
2022,2,6,98.8,2.48,2.89,1.09,1.8,148.94,5,7.28,2.54,4.73,149.75
2022,2,7,98.1,2.12,2.62,1.13,1.49,206.56,4.57,5.93,2.52,3.4,207.25
2022,2,8,97.87,2.54,3.28,1.68,1.59,241.5,4.82,7.44,3.96,3.48,242.38
2022,2,9,97.21,3.02,3.52,2.41,1.1,198.31,6.91,8.47,5.58,2.89,200
2022,2,10,97.26,3.16,4.91,1.97,2.95,246.56,6.3,8.8,4.48,4.31,247.62
2022,2,11,96.97,3.62,5.29,1.99,3.3,210.31,7.42,10.4,4.58,5.82,211.94
2022,2,12,97.83,3.24,4.52,1.93,2.59,280.94,5.7,7.09,3.89,3.2,280.75
2022,2,13,98.09,2.48,3.1,2.02,1.08,315.81,3.74,4.75,2.84,1.91,313.75
2022,2,14,98.46,2.41,3.28,1.25,2.02,304.5,3.95,5.14,2.4,2.74,304.06
2022,2,15,99.24,1.34,3.18,0.17,3.01,186.19,2.66,7.41,0.39,7.02,189.38
2022,2,16,98.52,3.85,5.55,2.63,2.92,170.81,7.23,10.55,5.05,5.49,173.69
2022,2,17,96.91,5.59,7.21,4.64,2.57,200.12,10.43,13.14,8.41,4.73,202.38
2022,2,18,97.55,4.1,7.35,1.68,5.66,273.69,6.63,10.55,4.19,6.36,274.69
2022,2,19,98.1,4.88,7.69,1.16,6.53,267.12,8.05,11.73,2.35,9.38,268.31
2022,2,20,98.43,3.27,4.66,0.73,3.93,195.38,6.28,9.68,1.04,8.64,197.44
2022,2,21,98.18,3.12,4.12,2.03,2.08,194.19,6.61,8.93,4.15,4.78,196.12
2022,2,22,97.49,4.29,6.09,2.73,3.36,193.69,8.34,11.02,5.43,5.59,196.5
2022,2,23,98.28,3.86,5.09,1.84,3.27,301.25,6.44,8.56,3.05,5.51,300.75
2022,2,24,98.54,2.44,4.31,1.09,3.22,72.81,3.95,6.55,2.17,4.38,74.44
2022,2,25,98.14,3.61,5.79,1.52,4.27,260.25,6.41,9.62,3.55,6.08,261.44
2022,2,26,98.92,2.58,3.3,2.13,1.17,276.31,4.55,6.26,3.42,2.84,276.19
2022,2,27,98.06,3.68,5.54,2.48,3.05,270.19,6.77,9.72,4.3,5.41,272.06
2022,2,28,98.26,1.62,2.53,0.48,2.05,190.94,3.28,7.06,0.67,6.39,204.5
2022,3,1,97.61,2.71,4.39,1.54,2.86,243,5.88,7.76,4.22,3.54,243.94
2022,3,2,97.67,2.15,3.91,0.95,2.97,173.62,4.57,8.77,1.4,7.37,173.31
2022,3,3,98.38,3.05,4.53,1.27,3.27,283.56,5.23,7.38,2.59,4.79,283.75
2022,3,4,99.03,1.34,2.09,0.48,1.61,141.38,2.53,5.57,0.77,4.8,140.75
2022,3,5,98.27,2.58,4.62,1.73,2.88,144.12,5.58,9.77,2.79,6.98,146.88
2022,3,6,97.58,4.91,6.48,1.67,4.81,226.62,9.3,11.08,3.89,7.19,228.81
2022,3,7,96.93,4.65,7.28,0.67,6.62,246.12,8.5,12.7,1.04,11.65,246.31
2022,3,8,98.08,1.98,2.89,0.59,2.3,233.38,3.79,5.74,0.84,4.91,232.62
2022,3,9,97.53,1.7,2.7,0.29,2.41,194.12,3.13,5.05,0.4,4.66,197
2022,3,10,97.96,1.14,2.09,0.5,1.59,178.5,1.92,4.07,0.64,3.43,177.56
2022,3,11,97.33,2.43,4.3,1.35,2.95,212.56,4.44,6.78,2.47,4.31,212.31
2022,3,12,97.07,5.2,6.9,3.16,3.73,307.44,8.53,11.12,5.22,5.9,308.94
2022,3,13,98.09,4.01,5.08,2.98,2.09,236.25,7.04,8.44,5,3.44,238.62
2022,3,14,98.54,2.77,4.05,1.83,2.22,209.75,5.99,8.47,3.01,5.46,211.62
2022,3,15,98.29,2.45,3.86,1.77,2.09,234.75,5.12,6.88,3.27,3.62,235.81
2022,3,16,97.94,1.55,2.45,0.12,2.33,172.44,2.91,6.66,0.14,6.52,172.81
2022,3,17,97.44,1.51,1.93,0.78,1.15,208.56,3.06,5.5,1.07,4.43,210.69
2022,3,18,97.28,2.43,3.93,1.45,2.48,184.5,4.86,8.05,2.55,5.49,185.75
2022,3,19,96.82,3.95,6.27,2.23,4.03,219.31,7.34,10.77,4.89,5.88,220.62
2022,3,20,97.73,3.7,4.83,2.12,2.71,280.44,7.1,8.38,6.06,2.33,281.94
2022,3,21,98.22,2.09,2.89,0.73,2.17,232.88,4.03,5.85,0.7,5.14,232.94
2022,3,22,98.08,2.56,4.2,1.42,2.78,74.62,4.77,7.88,1.85,6.02,76.12
2022,3,23,97.06,4.48,6.88,1.41,5.47,132.88,7.95,11.7,3.62,8.08,137.5
2022,3,24,96.94,2.52,3.58,1.82,1.76,239.81,5.18,6.68,3.98,2.7,240.44
2022,3,25,96.63,3.21,4.26,1.84,2.41,241.81,5.91,7.09,3.36,3.73,243.31
2022,3,26,96.42,4.01,5.2,3.06,2.13,262.69,7.09,8.73,5.62,3.11,264.69
2022,3,27,97.32,4.13,5.93,2.48,3.45,287.44,7.1,9.66,4.78,4.88,288.94
2022,3,28,97.99,3.77,6.27,1.88,4.39,307.44,6.48,10.27,3.68,6.59,308.25
2022,3,29,98.42,1.54,2.14,0.42,1.72,260.88,3.01,5.34,0.55,4.8,261.31
2022,3,30,97.24,3.04,3.6,1.71,1.89,136.94,6.01,8.34,4.42,3.91,140.06
2022,3,31,95.98,4.33,5.24,3.11,2.13,224.38,8.41,10.51,6.09,4.41,225.56
2022,4,1,97.19,3.55,5.23,1.6,3.63,278.5,6.55,8.9,4.27,4.62,279.19
2022,4,2,97.72,1.15,2.14,0.43,1.71,200.69,2.05,4.1,0.52,3.58,214.75
2022,4,3,97.4,2.99,4.45,1.57,2.89,288.75,5.67,7.47,2.81,4.65,289.56
2022,4,4,97.7,1.55,2.06,1.05,1.01,168.31,3.05,5.62,1.75,3.88,168.5
2022,4,5,97.14,1.79,2.42,1.3,1.12,130.88,3.98,5.55,1.8,3.76,132.56
2022,4,6,96.54,2.38,3.5,0.94,2.57,131.5,4.7,6.54,2.17,4.37,133
2022,4,7,96.5,1.98,2.78,0.86,1.92,245.38,3.84,5.09,2.31,2.77,246.31
2022,4,8,96.56,2.02,3.15,1.27,1.88,222.69,4.12,5.37,2.46,2.91,223.94
2022,4,9,96.78,2.45,3.41,1.66,1.75,257,4.52,5.58,3.59,1.99,258.25
2022,4,10,97.53,2.83,4.06,1.77,2.3,247.19,5.12,6.82,2.88,3.94,248.31
2022,4,11,97.51,2.41,3.45,1.91,1.55,171.06,5.05,6.13,2.67,3.46,173.5
2022,4,12,97.79,1.41,2.16,0.25,1.91,175.31,3.08,6.67,0.35,6.32,190.31
2022,4,13,97.2,2.89,5.3,1.98,3.32,191.19,6.2,10.33,4.26,6.06,193.38
2022,4,14,97.26,3.5,4.83,2.16,2.67,250.06,7.13,8.17,5.25,2.92,251.06
2022,4,15,97.74,3.61,5.35,1.87,3.48,226.5,7.62,9.75,4.22,5.53,228.75
2022,4,16,97.52,2.99,4.27,1.67,2.59,282.5,5.94,8.06,4.19,3.87,282.12
2022,4,17,98.33,2.27,3.14,1.38,1.76,210.5,4.38,6.27,2.66,3.61,211.69
2022,4,18,97.79,3.22,4.5,2.08,2.43,150.38,6.05,8.06,4.28,3.78,152.88
2022,4,19,97.63,3.59,5.59,1.69,3.89,271.38,6.77,9.88,4.26,5.62,273.38
2022,4,20,98.72,1.34,2.52,0.09,2.42,206.69,3.12,6.66,0.2,6.46,212.12
2022,4,21,98.52,2.77,4.41,1.56,2.85,211.31,6.07,8.14,4,4.14,214.19
2022,4,22,98.99,1.48,2.05,0.79,1.27,147,3.49,5.88,1.18,4.69,175.75
2022,4,23,98.22,1.84,2.41,1.3,1.12,176.5,4.26,5.9,2.11,3.8,179.06
2022,4,24,97.87,2.07,2.71,1.55,1.16,219.25,5.09,6.26,2.35,3.91,220.62
2022,4,25,97.66,2.45,3.59,1.71,1.88,221.38,5.37,6.99,3.21,3.78,221.69
2022,4,26,98.04,2.22,3.45,0.82,2.63,287.06,4.2,6.26,2.13,4.12,286.5
2022,4,27,98.23,3.13,4.55,1.34,3.21,300.12,5.91,7.88,3.66,4.21,300.75
2022,4,28,98.46,1.91,2.34,1.35,0.99,285.88,4.17,5.87,2.7,3.18,272.25
2022,4,29,98.3,1.55,2.47,0.57,1.9,40.75,3.26,6.11,0.86,5.25,41.12
2022,4,30,98,1.73,2.5,0.76,1.73,103.06,3.64,6.8,1.48,5.32,104.25
2022,5,1,97.4,2.02,2.57,1.43,1.14,160.94,4.44,5.62,3.48,2.13,165.19
2022,5,2,97.75,2,3.3,1.23,2.07,254.31,3.74,5.75,2.45,3.3,252.62
2022,5,3,97.52,2.09,2.95,0.95,2.01,139.5,4.35,6.48,1.98,4.5,141.88
2022,5,4,97.64,2.12,3.01,1.31,1.7,290.75,4.35,5.19,3.3,1.88,291.12
2022,5,5,97.88,1.38,1.91,0.76,1.15,97.69,3.14,5.55,1.2,4.34,100.88
2022,5,6,96.73,2.2,3.4,1.45,1.95,67.31,4.03,6.02,2.9,3.12,70.44
2022,5,7,97.03,2.75,3.59,1.34,2.25,64.81,5.5,6.66,3.84,2.82,66.5
2022,5,8,97.88,1.84,2.24,1.3,0.94,67.88,3.94,6.76,2.68,4.08,69.62
2022,5,9,98.34,1.84,2.3,1.21,1.09,114.81,4.32,7.43,1.94,5.48,116.19
2022,5,10,98.58,1.93,2.42,1.39,1.04,120,4.7,6.84,1.94,4.9,121.19
2022,5,11,98.48,1.72,2.51,0.95,1.56,106.12,3.88,5.8,1.27,4.53,106.94
2022,5,12,98.38,1.77,2.34,0.72,1.62,118.5,3.9,6.05,1.09,4.95,119.56
2022,5,13,98.11,1.77,2,1.22,0.78,115.62,4.19,5.38,3.04,2.34,117
2022,5,14,97.59,1.38,1.72,0.85,0.87,162.69,3.23,4.65,2,2.65,163.56
2022,5,15,97.23,1.5,2.05,1.17,0.88,233.56,3.33,5.14,2.17,2.97,235.75
2022,5,16,96.87,2.29,4.22,0.92,3.29,261.75,4.98,7.72,2.25,5.48,263.06
2022,5,17,97.43,2.42,3.95,1.48,2.46,298.88,5.12,7.12,2.88,4.24,298.81
2022,5,18,97.49,1.36,2.09,0.48,1.6,148.75,2.62,4.48,0.91,3.57,151.12
2022,5,19,96.85,2.05,3.59,0.23,3.36,231.94,4.61,6.57,0.71,5.86,232.25
2022,5,20,96.99,2.76,4.09,1.25,2.84,194.5,6.04,7.84,3.79,4.05,197.44
2022,5,21,97.66,2.2,2.77,1.43,1.34,212.62,4.93,6.87,3.74,3.12,214.62
2022,5,22,98.03,2.13,4.28,1.02,3.27,224,4.45,7.38,3.16,4.22,225.19
2022,5,23,98.49,1.45,1.86,1.03,0.83,31.75,3.23,4.69,2.46,2.23,33.56
2022,5,24,98.3,1.53,1.88,1.14,0.73,97.31,3.3,4.53,1.95,2.58,99.94
2022,5,25,98.29,2.51,3.12,1.34,1.79,122.75,5.06,6.61,3.32,3.29,125.38
2022,5,26,97.78,2.46,2.95,1.98,0.97,172,5.05,6.12,4.04,2.08,174.88
2022,5,27,97.03,1.58,2.36,0.74,1.62,212.31,3.45,5.11,1.87,3.24,213.31
2022,5,28,97.28,1.84,2.79,0.9,1.89,257.06,3.55,4.85,1.23,3.62,258.5
2022,5,29,97.79,1.47,2.34,0.94,1.4,188.31,2.66,4.97,1.61,3.36,189.38
2022,5,30,97.93,1.6,1.92,0.86,1.07,206.06,4.12,6.42,1.33,5.1,207.75
2022,5,31,97.83,1.64,2.08,1.31,0.77,237.38,4.19,5.93,2.23,3.71,238.88
2022,6,1,97.39,1.8,2.47,1.24,1.23,240.75,4.23,5.73,2.61,3.12,242.88
2022,6,2,97.07,1.47,2.42,0.79,1.63,301.12,2.93,4.75,1.49,3.26,301.62
2022,6,3,97.35,1.66,2.27,1.07,1.21,276.19,3.23,5.41,1.65,3.75,277.94
2022,6,4,97.58,1.52,1.87,1.05,0.81,234.62,3.46,5.66,2.12,3.53,234.06
2022,6,5,97.59,1.03,2.26,0.13,2.12,84.06,2.35,6.34,0.12,6.21,100.44
2022,6,6,97.41,2.12,3.26,0.95,2.31,168.62,4.81,6.2,2.8,3.4,170.44
2022,6,7,97.18,2.05,2.63,1.27,1.36,218.31,4.41,5.52,3.41,2.1,220.25
2022,6,8,97.22,0.98,2.3,0.19,2.11,128.12,2.19,5.27,0.09,5.19,133.06
2022,6,9,97.13,2.28,3.16,1.17,1.98,288.62,4.73,5.75,3.2,2.55,289.88
2022,6,10,97.43,1.3,1.73,0.75,0.98,267,2.71,5.27,0.99,4.27,267.56
2022,6,11,97.43,1.22,1.83,0.59,1.24,191.25,2.71,5.25,0.88,4.37,191.94
2022,6,12,97.26,1.83,3.23,0.55,2.69,207.69,4.01,6.09,1.2,4.88,209.5
2022,6,13,97.5,1.09,1.77,0.62,1.15,264.81,2.41,5.16,1.08,4.08,263.81
2022,6,14,97.55,1.43,2.79,0.16,2.62,197.19,3.04,5.59,0.12,5.47,199
2022,6,15,97.76,1.39,1.73,0.81,0.91,185.44,3.69,5.9,1.23,4.67,187.56
2022,6,16,97.68,2.16,3.16,1.34,1.83,218.56,4.9,6.32,2.75,3.57,221.56
2022,6,17,97.27,2.78,4.18,1.85,2.33,281.75,6.1,8.18,3.88,4.29,282.88
2022,6,18,97.73,3.03,3.85,1.67,2.18,325,6.16,7.09,4.48,2.61,326.62
2022,6,19,98.25,1.9,2.96,1.02,1.94,327.62,3.89,5.55,1.59,3.95,329.19
2022,6,20,98.38,1.35,2.17,0.12,2.05,239.62,2.71,4.78,0.2,4.58,255.75
2022,6,21,97.98,1.84,2.56,1.17,1.39,232.81,4.46,6.59,2.19,4.4,235.38
2022,6,22,97.45,1.73,2.2,1.31,0.89,280.69,4.2,5.89,2.34,3.55,282.81
2022,6,23,97.47,1.78,2.23,1.14,1.09,206.5,3.59,5.66,2.45,3.21,221.69
2022,6,24,97.83,1.01,2.03,0.12,1.9,159.19,2.14,5.34,0.17,5.17,155.69
2022,6,25,97.93,1.2,2.16,0.3,1.85,143.88,2.68,5.43,0.78,4.64,150.5
2022,6,26,97.72,1.52,1.97,1.1,0.87,211.44,3.59,5.04,2.25,2.79,212.31
2022,6,27,97.93,2.09,2.96,1.29,1.68,300.44,4.3,5.49,2.43,3.05,300.88
2022,6,28,98.34,1.12,2.16,0.3,1.86,239.5,2.15,4.52,0.39,4.13,236.69
2022,6,29,98.37,1.59,2.48,0.77,1.72,233,3.31,5.23,1.53,3.7,234.25
2022,6,30,98.21,1.7,2.49,0.61,1.89,196.81,3.62,6.67,0.81,5.85,198.31
2022,7,1,97.67,2.14,2.98,1.5,1.48,211.5,4.87,5.73,2.89,2.84,213.5
2022,7,2,97.57,1.66,2.09,1.07,1.02,235.25,3.81,5.49,2.24,3.25,235.56
2022,7,3,98.03,1.32,1.75,0.58,1.17,150.5,2.88,5.04,1.1,3.94,163.5
2022,7,4,98.19,1.04,1.73,0.5,1.23,127.88,2.66,5.43,0.72,4.7,131.25
2022,7,5,97.55,2.2,3.33,1.34,2,210.44,4.8,6.2,2.69,3.51,212.88
2022,7,6,97.42,1.39,1.9,0.92,0.98,221.19,3.13,4.34,1.91,2.44,222.12
2022,7,7,97.59,1.3,1.67,0.92,0.75,282.88,2.58,4.17,1.83,2.34,268.25
2022,7,8,97.79,1.02,1.45,0.43,1.02,107.38,2.28,4.03,0.56,3.47,93.19
2022,7,9,97.82,1.54,1.96,1.12,0.84,37.44,3.63,5.52,2.56,2.96,38.62
2022,7,10,97.8,1.3,1.89,0.59,1.3,70.69,2.78,5.62,0.8,4.8,73.44
2022,7,11,97.35,1.99,2.41,1.36,1.05,210.19,4.52,5.88,3.23,2.64,212.12
2022,7,12,96.99,2.38,3.45,1.26,2.2,262.31,5.24,6.72,3.56,3.16,264.31
2022,7,13,97.5,1.62,2.17,0.92,1.25,286.06,3.15,3.92,1.48,2.44,286.75
2022,7,14,97.91,1.34,1.7,0.91,0.79,278.75,2.95,4.92,1.62,3.3,278.5
2022,7,15,98.13,0.87,1.45,0.25,1.2,141.69,1.78,4.27,0.45,3.82,138.56
2022,7,16,97.9,1.18,1.88,0.26,1.62,179.94,2.4,3.98,0.4,3.59,193.94
2022,7,17,97.57,1.35,2.22,0.94,1.28,165.88,3.21,5.37,1.66,3.71,168.88
2022,7,18,97.27,1.93,2.74,1.19,1.55,223.25,4.19,5.07,2.78,2.28,225.31
2022,7,19,97.34,1.5,1.74,1.02,0.73,243.56,3.38,5.34,2.33,3.02,246.06
2022,7,20,96.98,2.2,3.06,1.15,1.91,206.94,4.82,6.35,1.68,4.67,209.25
2022,7,21,96.9,2.16,3.33,1.34,1.98,258.25,4.91,6.23,3.03,3.2,260
2022,7,22,97.48,2.04,3.34,1.29,2.05,250.06,4.63,6.38,2.38,4.01,251.56
2022,7,23,97.83,1.83,2.73,1.23,1.5,212.69,3.62,5.44,2.05,3.39,214.38
2022,7,24,97.61,2.32,3.66,1.23,2.42,206,5.09,7.3,3.43,3.88,208.25
2022,7,25,97.5,1.96,2.52,1.1,1.42,243.06,4.33,5.88,3.12,2.76,244.06
2022,7,26,97.72,1.28,1.69,0.3,1.39,181.75,2.9,5.28,0.62,4.66,182.31
2022,7,27,97.44,1.44,2.18,0.94,1.24,222.75,3.3,4.12,1.73,2.39,224.5
2022,7,28,97.29,2.19,3.52,1.38,2.15,241.94,4.99,6.59,2.54,4.05,243.69
2022,7,29,97.58,1.2,1.59,0.71,0.88,277.94,2.75,4.47,1.84,2.63,279.25
2022,7,30,98.15,1.4,1.87,0.74,1.12,270.81,2.57,4.28,1.12,3.16,256.06
2022,7,31,98.1,1.47,2.09,0.83,1.26,138.19,2.71,3.73,1.3,2.43,137.88
2022,8,1,97.52,1.84,2.72,1.07,1.65,212.19,3.57,5.47,1.64,3.83,213.88
2022,8,2,97.45,1.91,2.9,1.21,1.69,253.44,4.28,5.19,3.04,2.16,254.69
2022,8,3,97.68,1.7,2.29,1.25,1.04,176.62,3.69,5.78,2.17,3.61,178.38
2022,8,4,97.85,1.4,2.21,0.71,1.5,213,3.19,4.34,2.16,2.18,214.69
2022,8,5,98.14,0.98,1.31,0.3,1.01,208.06,2.42,4.03,0.73,3.3,209.19
2022,8,6,98.24,1.48,2.65,0.99,1.66,181.06,3.38,4.95,1.77,3.18,182.62
2022,8,7,98.11,1.57,1.98,1.09,0.88,217,3.57,5.32,2.36,2.96,219.5
2022,8,8,97.73,1.86,2.69,1.27,1.41,213.19,4.2,5.52,2.93,2.58,214.94
2022,8,9,97.71,1.63,2.14,0.91,1.23,262.19,3.38,4.36,2.21,2.15,260.81
2022,8,10,97.94,1.05,1.47,0.77,0.7,199.62,2.45,3.91,1.39,2.52,199
2022,8,11,97.8,1.64,2.5,0.72,1.78,321.94,3.69,5.55,1.08,4.48,323.88
2022,8,12,98.07,1.62,1.91,1.29,0.62,115.19,3.85,5.83,2.84,2.98,101.81
2022,8,13,98.12,0.8,1.32,0.22,1.11,166.25,1.73,4.22,0.34,3.88,167.88
2022,8,14,97.74,1.41,2.03,0.79,1.25,184.56,2.49,3.22,1.23,1.98,184.19
2022,8,15,97.56,1.64,2.35,1.23,1.12,74.31,3.09,4.16,1.98,2.17,75.88
2022,8,16,97.75,1.67,1.95,1.09,0.87,71,3.55,5.09,2.54,2.55,72.81
2022,8,17,97.82,1.19,1.82,0.88,0.95,87.69,2.38,3.37,1.16,2.2,88.75
2022,8,18,97.67,0.9,1.8,0.2,1.6,200.12,1.44,3.45,0.34,3.1,214.56
2022,8,19,97.86,1.23,1.88,0.55,1.33,180.5,2.8,4.76,0.81,3.95,182.06
2022,8,20,97.97,1.34,1.72,0.84,0.89,180.5,3.33,5.16,1.34,3.83,182.12
2022,8,21,97.68,1.31,1.77,1,0.77,150.44,2.98,4.26,1.88,2.38,152.44
2022,8,22,97.34,1.51,2.41,0.67,1.75,238.62,3.41,4.69,1.43,3.26,239.62
2022,8,23,97.49,1.66,2.15,1.29,0.86,265.88,3.45,3.88,2.66,1.22,267.81
2022,8,24,97.84,0.81,1.57,0.3,1.27,185.56,1.34,3.24,0.42,2.82,184.44
2022,8,25,97.83,1.38,2.09,0.83,1.26,196.94,2.73,4.47,1.37,3.1,197.88
2022,8,26,97.63,1.66,2.29,1.12,1.17,268.06,3.62,4.43,1.95,2.48,268.56
2022,8,27,97.87,1.09,2.1,0.38,1.72,119.25,2.33,4.32,0.53,3.79,119.12
2022,8,28,97.87,1.47,2.27,0.94,1.34,161,3.27,5.66,1.51,4.16,162
2022,8,29,97.73,2.14,3.07,1.29,1.78,193.25,4.7,5.84,3.59,2.25,195.5
2022,8,30,97.3,1.72,2.2,1.37,0.84,227.19,4.05,5.59,3.31,2.27,228.75
2022,8,31,97.51,1.95,2.54,1.36,1.18,270.44,4.61,6.22,2.85,3.37,272.94
2022,9,1,97.81,1.58,1.95,0.88,1.06,235,3.57,4.93,1.4,3.53,237.25
2022,9,2,98.15,1.41,1.85,0.98,0.86,132.44,3.34,5.08,1.52,3.55,134.44
2022,9,3,98.22,1.44,2.12,0.27,1.84,193.06,3.11,4.66,0.37,4.29,195.06
2022,9,4,97.97,0.85,1.3,0.43,0.88,143.06,1.96,3.03,0.74,2.29,142.81
2022,9,5,97.74,0.88,1.31,0.15,1.16,180.06,1.98,3,0.31,2.69,181.06
2022,9,6,97.7,1.22,1.66,0.81,0.84,145.75,2.71,4.46,1.16,3.3,146
2022,9,7,97.7,1.49,1.91,1.08,0.84,311.88,3.26,4.95,2.19,2.76,298.62
2022,9,8,97.54,1.4,1.77,0.95,0.83,88.06,2.62,3.62,1.93,1.7,74.06
2022,9,9,97.78,1.62,1.98,0.86,1.12,132.62,3.38,5.95,1.33,4.62,133.62
2022,9,10,98.21,1.48,1.83,1.14,0.68,135.69,3.5,4.72,1.82,2.9,137.31
2022,9,11,97.69,1.41,1.95,0.78,1.16,158.94,3.18,4.67,2.16,2.52,160.56
2022,9,12,97.14,1.45,2.11,0.94,1.16,224.31,3.47,5.05,1.99,3.06,223.69
2022,9,13,97.25,1.91,3.09,1.22,1.86,237.5,4.14,5.64,1.79,3.85,238.12
2022,9,14,97.93,1.54,2.08,1.1,0.98,281.75,3.23,4.18,1.62,2.55,283.94
2022,9,15,98.37,1.45,1.92,0.91,1.01,205.56,2.56,4.15,1.57,2.58,204.62
2022,9,16,98.33,1.22,2.06,0.27,1.79,232,2.44,4.52,0.5,4.02,235.06
2022,9,17,98.23,1.5,2.08,0.73,1.35,180.75,3.27,5.26,1.14,4.12,182.12
2022,9,18,97.91,1.73,2.48,1.3,1.19,226.38,4.33,5.59,2.38,3.21,228.31
2022,9,19,97.54,1.86,2.76,1.25,1.51,232.19,4.23,5.12,2.78,2.34,234.25
2022,9,20,97.73,1.43,2.12,0.73,1.39,271.12,2.62,3.9,0.94,2.96,271.94
2022,9,21,97.37,1.61,2.55,0.23,2.32,180.44,3.56,6.16,0.47,5.7,183.38
2022,9,22,97.27,2.95,4.75,1.41,3.34,301.88,5.8,8.66,2.98,5.68,303.88
2022,9,23,98.11,1.91,2.53,1.06,1.47,283.25,4.31,5.42,3.19,2.23,284.06
2022,9,24,97.72,1.38,1.83,0.88,0.94,179.25,3.18,5.74,1.6,4.14,180.62
