YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2022,9,25,96.71,2.42,4.05,1.6,2.45,229.69,5.13,8.03,3.48,4.55,231.56
2022,9,26,96.84,2.77,4.23,1.66,2.58,244.88,5.68,8.04,3.73,4.31,246.69
2022,9,27,97.49,2.19,3.27,1.47,1.8,247.5,4.37,6.05,3.17,2.88,249.56
2022,9,28,98.48,1.54,2.21,1.26,0.95,287.75,3.2,5.16,2.15,3.02,291.31
2022,9,29,98.95,1.57,2.19,1.05,1.14,23.5,3.39,5.02,1.7,3.31,24.31
2022,9,30,98.43,1.57,1.9,1.12,0.77,57.06,3.45,5.25,1.84,3.41,59.38
2022,10,1,97.66,2.68,3.45,1.48,1.96,27.56,5.27,6.51,3.31,3.2,31.25
2022,10,2,98.07,2.47,3.05,1.51,1.54,29.56,5.31,5.88,4.38,1.51,31.62
2022,10,3,98.52,1.52,2.04,1.05,0.98,31.19,3.7,4.54,2.26,2.28,32.75
2022,10,4,98.11,1.28,2.11,0.76,1.35,153.12,2.98,5.99,1.63,4.36,139.56
2022,10,5,97.85,1.42,1.83,0.18,1.65,311.62,2.91,4.6,0.23,4.37,298.75
2022,10,6,97.78,1.51,2.3,0.77,1.52,214.88,3.65,6.01,1,5.01,215.94
2022,10,7,98.03,1.82,2.39,1.23,1.16,291.81,4.09,5.24,2.34,2.9,292.69
2022,10,8,98.47,1.7,2.45,0.95,1.51,288.12,3.8,5.67,1.72,3.95,289.31
2022,10,9,98.29,2.05,3.05,1.55,1.49,234.12,4.7,5.87,3,2.87,236.19
2022,10,10,98.4,1.9,2.56,1.19,1.38,227.06,4.23,5.95,1.7,4.26,228.94
2022,10,11,98.52,1.91,2.59,1.35,1.23,195.94,4.27,6.01,2.2,3.8,196.88
2022,10,12,97.67,2.48,3.09,1.67,1.42,172.56,5.32,6.7,2.59,4.11,176.12
2022,10,13,96.84,2.59,3.48,1.59,1.89,229.81,5.49,6.89,3.84,3.05,230.81
2022,10,14,97.28,2.05,3.16,1.23,1.92,203.62,5.12,6.64,2,4.64,204.88
2022,10,15,97.39,2.98,3.95,1.42,2.53,229.06,5.95,8.5,1.95,6.55,230.31
2022,10,16,97.4,1.91,2.62,1.27,1.35,207.75,4.35,6.72,1.84,4.88,208.94
2022,10,17,96.65,3.02,4.59,1.58,3.01,240.88,6.12,8.31,3.66,4.65,242.25
2022,10,18,96.78,3.05,3.69,2.51,1.17,242.69,5.71,6.65,4.74,1.91,245.25
2022,10,19,97.12,3.05,3.95,2.21,1.73,235.38,5.77,7.16,4.61,2.54,238.31
2022,10,20,97.43,2.54,3.73,1.66,2.07,223.25,5.2,6.86,3.57,3.29,224.88
2022,10,21,97.79,2.2,3.06,1.61,1.45,187.06,5.27,6.52,2.33,4.19,189
2022,10,22,98.11,1.96,2.74,1.31,1.42,165.44,4.62,6.3,2.25,4.04,167.31
2022,10,23,98.32,1.59,2.21,0.92,1.29,123.81,4.22,7.25,1.39,5.87,125.06
2022,10,24,98.09,1.21,2.31,0.3,2.02,134.44,2.79,5.38,0.53,4.84,132.06
2022,10,25,97.48,1.74,2.46,1.2,1.27,142.31,4.17,6.34,2.2,4.13,144.19
2022,10,26,97.08,2.64,4.03,1.77,2.27,211.62,5.27,7.34,4.07,3.27,213.94
2022,10,27,98.53,1.85,2.23,1.49,0.74,136,4.26,6.38,3.27,3.11,122.62
2022,10,28,99.06,1.6,2.03,1.3,0.73,86.81,4,6.09,2.17,3.92,88.94
2022,10,29,98.86,1.62,2.45,0.92,1.52,114.56,4.09,6.72,1.52,5.2,116.62
2022,10,30,98.09,1.5,1.98,0.83,1.15,135,3.78,5.71,1.23,4.48,136.44
2022,10,31,97.49,1.64,2.16,1.27,0.89,172.56,4.08,4.98,2.59,2.4,174.88
2022,11,1,98.02,1.83,2.64,1.32,1.31,262.56,4.16,4.75,2.59,2.16,263.75
2022,11,2,98.7,1.17,1.85,0.41,1.44,127.56,1.96,4.21,0.73,3.48,129.12
2022,11,3,98.58,1.61,2.19,1.01,1.18,152.94,3.56,5.57,1.69,3.88,154.31
2022,11,4,98.27,2.21,2.8,1.79,1.02,172.75,5.24,6.91,3.02,3.89,174.62
2022,11,5,97.59,3.42,4.7,1.8,2.9,170.44,7.18,9.36,5.08,4.28,173.38
2022,11,6,97.77,2.47,3.69,1.6,2.09,213,5.61,6.97,3.12,3.84,214.62
2022,11,7,98.79,1.98,2.7,1.53,1.16,279.44,4.85,6.27,2.52,3.73,280.19
2022,11,8,99.53,1.77,2.22,1.27,0.95,37.62,4.28,6.32,2.56,3.76,38.88
2022,11,9,99.13,2.05,2.52,1.48,1.03,126,4.88,7.01,3.22,3.79,127.88
2022,11,10,98.37,1.88,2.45,1.17,1.27,157.94,4.41,6.34,1.73,4.61,159.56
2022,11,11,96.84,2.09,4.22,1.31,2.91,157.19,4.66,7.77,3.45,4.34,159.44
2022,11,12,97.07,2.28,3.83,1.45,2.38,276.81,4.22,7.24,2.39,4.85,278
2022,11,13,98.02,2.53,3.83,1.52,2.3,278,4.93,6.76,3.55,3.22,279.69
2022,11,14,98.71,1.2,2.38,0.23,2.16,220.19,2.84,5.9,0.24,5.66,219.25
2022,11,15,98.32,1.94,2.7,1.25,1.45,106.44,3.45,4.55,2.27,2.29,109.12
2022,11,16,97.72,2.52,3.41,1.02,2.39,250.31,4.98,6.08,2.6,3.47,251.94
2022,11,17,97.86,3.15,3.95,2.21,1.74,251.88,5.95,6.97,4.52,2.45,253.81
2022,11,18,98.05,2.91,4.23,2.02,2.21,235.94,5.64,7.68,4.39,3.29,237.94
2022,11,19,98.04,2.82,4.1,1.91,2.19,233.06,5.49,7.93,3.75,4.18,234.94
2022,11,20,98.53,3.3,4.59,1.55,3.05,261.38,6.05,8.52,3.2,5.32,262.56
2022,11,21,98.63,2.55,3.72,1.58,2.14,210.19,5.38,7.29,3.21,4.08,212.38
2022,11,22,98.53,2,2.92,1.41,1.52,215.62,5.02,7.49,2.28,5.21,217.25
2022,11,23,98.45,1.75,2.73,0.8,1.92,222.75,3.38,5.34,1.09,4.26,224.25
2022,11,24,98.31,1.96,2.9,0.72,2.18,163,4.23,6.55,0.89,5.66,164.25
2022,11,25,97.77,2.64,3.97,1.68,2.29,274.06,5.93,7.19,5.04,2.15,275.88
2022,11,26,97.91,1.86,2.59,1.3,1.3,223.62,4.2,6.16,2.02,4.13,225.06
2022,11,27,96.26,3.11,4.6,1.53,3.07,194.38,6.52,9.22,4.52,4.7,196.56
2022,11,28,97.26,2.08,3.55,0.87,2.7,284.62,3.84,6.7,1.18,5.52,285.69
2022,11,29,97.83,2.31,3.26,1.44,1.83,157.19,4.59,6.66,2.53,4.13,159.75
2022,11,30,97.2,4.07,6.36,2.88,3.48,225.12,7.71,10.7,5.74,4.96,227.12
2022,12,1,98.92,2.7,4.34,1.38,2.96,251.44,4.73,8.09,2.36,5.73,252.69
2022,12,2,98.54,2.27,2.98,1.34,1.64,157.81,4.95,7.01,2.6,4.41,159.88
2022,12,3,98,3.63,5.47,1.65,3.82,247.56,7.37,9.8,4.63,5.16,249
2022,12,4,98.39,1.7,2.2,1.13,1.07,241.69,3.85,5.72,1.91,3.8,243.06
2022,12,5,97.9,1.92,2.67,1.35,1.32,163.62,4.52,7.5,1.77,5.73,165.75
2022,12,6,97.83,1.62,2,0.93,1.06,157.88,4.02,5.29,1.92,3.37,160.81
2022,12,7,98.08,1.66,1.98,1.32,0.67,274.12,3.66,5.3,2.32,2.98,274.44
2022,12,8,98.59,1.25,1.73,0.78,0.95,145.31,2.81,5.18,1.3,3.88,146.19
2022,12,9,98.42,2.1,2.56,1.53,1.02,71.69,4.18,6.48,3.45,3.03,73.88
2022,12,10,98.26,2.29,2.89,1.77,1.12,111.38,4.24,5.28,3.73,1.55,114.94
2022,12,11,98.04,1.73,2.69,1.13,1.55,261.56,3.91,5.28,2.57,2.71,263.19
2022,12,12,98.43,1.66,2.16,1.07,1.09,202.69,3.58,4.48,2.66,1.82,188.38
2022,12,13,98.53,1.54,2.27,0.93,1.34,58.25,3.31,5.99,1.43,4.55,59.75
2022,12,14,97.97,2.22,3.66,1.2,2.47,80.19,4.23,6.44,2.62,3.82,82.69
2022,12,15,97.06,3.34,4.72,1.42,3.3,133.69,6.38,8.01,4.05,3.95,136.5
2022,12,16,96.84,1.7,2.48,1.04,1.44,249.06,3.93,5.75,1.77,3.97,250.19
2022,12,17,97.01,2.23,3.6,1.49,2.1,241.75,4.66,6.43,3.3,3.12,242.44
2022,12,18,97.76,2.69,3.75,1.98,1.77,251.88,4.87,6.38,3.53,2.84,253.31
2022,12,19,98.77,2.21,2.84,0.93,1.91,281.38,3.8,4.79,1.67,3.12,282.06
2022,12,20,99.06,0.88,1.48,0.33,1.14,126.81,1.3,2.07,0.43,1.64,127.56
2022,12,21,98.84,1.45,2.58,0.62,1.96,109.31,2.9,6.11,0.81,5.3,111.06
2022,12,22,97.47,2.57,3.24,1.72,1.53,130.75,5.41,5.88,4.71,1.17,133.25
2022,12,23,96.09,6.15,7.77,1.87,5.9,240.69,10.28,12.38,4.31,8.05,242.44
2022,12,24,97.07,5.38,6.13,4.73,1.41,240.88,9.12,10.4,8.16,2.23,243.38
2022,12,25,97.55,3.97,4.88,2.66,2.21,250.12,6.84,8.38,4.59,3.79,251.31
2022,12,26,98.26,2.08,2.56,1.43,1.13,224.94,3.73,4.41,3.02,1.38,226.44
2022,12,27,98.4,1.96,2.75,1.22,1.53,219.44,4.08,5.66,2.73,2.92,220.5
2022,12,28,98.24,2.41,3.16,1.77,1.38,182.69,5.23,7.4,3.23,4.16,185.06
2022,12,29,98.27,2.63,2.92,2.28,0.64,193.38,6.4,8.52,3.94,4.57,195.44
2022,12,30,98.09,2.62,2.91,1.81,1.1,195.94,6.11,7.47,4.45,3.02,197.5
2022,12,31,97.31,2.41,3.38,1.74,1.64,216.81,5.67,6.91,3.98,2.93,218.31
2023,1,1,97.62,1.98,2.87,1.01,1.86,238.06,4.2,6.27,2.58,3.68,239.44
